169,Davis Bertans,SF,57,25.7,11.5,3.4,8.4,40.4,3,7.5,39.5,1.8,2,87,2.9,0.9,0.6,0.2,0.6,0,0,11.44
170,Alec Burks,SG,49,25.6,12.7,4.3,10.2,42,2.1,5,41.5,2.1,2.4,85.6,4.6,2.2,0.6,0.3,1,3,0,14.88
171,Cedi Osman,SF,59,25.6,10.4,3.7,9.9,37.4,1.7,5.5,30.6,1.3,1.6,80,3.4,2.9,0.9,0.2,1.4,2,0,10.34
172,Derrick Rose,PG,50,25.6,14.7,5.7,12.2,47,1,2.6,38.8,2.2,2.5,86.6,2.6,4.2,1,0.4,1.6,1,0,18.38
173,Wendell Carter Jr,C,54,25.5,11.2,4.3,8.5,50.3,0.3,0.9,29.4,2.4,3.3,73.2,8.2,1.9,0.6,0.8,1.4,13,0,16.76
174,Monte Morris,PG,47,25.4,10.2,4,8.2,48.1,1.1,2.9,38.1,1.2,1.6,79.5,2,3.2,0.7,0.3,0.7,0,0,14.04
175,Lonnie Walker,SG,60,25.4,11.2,4.3,10.2,42,1.7,4.7,35.5,1,1.2,81.4,2.6,1.7,0.5,0.3,1.1,0,0,9.85
176,Grayson Allen,SG,50,25.2,10.6,3.5,8.3,41.8,2.1,5.5,39.1,1.6,1.8,86.8,3.2,2.2,0.9,0.2,1,0,0,12.83
177,Chuma Okeke,PF,45,25.2,7.8,3,7.2,41.7,1.1,3.1,34.8,0.7,0.9,75,4,2.2,1.1,0.5,0.8,0,0,11.78
178,Josh Jackson,SG,62,25.2,13.4,4.8,11.4,41.9,1.2,4.1,30,2.6,3.5,72.9,4.1,2.3,0.9,0.8,2.3,2,0,12.1
179,Jalen Brunson,PG,68,25,12.6,4.8,9.2,52.3,1.2,2.9,40.5,1.8,2.2,79.5,3.4,3.5,0.5,0,1.2,1,0,17.19
180,Kevin Love,PF,25,24.9,12.2,4.1,10.1,40.9,2.3,6.2,36.5,1.7,2,82.4,7.4,2.5,0.6,0.1,1.5,5,0,15.1
181,Patty Mills,PG,68,24.8,10.8,3.7,9,41.2,2.4,6.3,37.5,1,1.1,91,1.7,2.4,0.6,0,1,0,0,11.87
182,Oshae Brissett,SF,21,24.7,10.9,3.5,7.2,48.3,1.6,3.7,42.3,2.4,3.1,76.9,5.5,0.9,0.9,1,0.5,5,0,17.23
183,Daniel Theis,C,65,24.6,9.6,3.9,7.2,54.1,0.8,2.3,32.2,1.1,1.7,67.3,5.5,1.7,0.6,0.9,1,6,0,15.02
184,Doug McDermott,SF,66,24.5,13.6,5.4,10.1,53.2,1.7,4.3,38.8,1.2,1.5,81.6,3.3,1.3,0.3,0.1,0.8,0,0,15.72
185,Carmelo Anthony,PF,69,24.5,13.4,4.7,11.3,42.1,1.9,4.7,40.9,2,2.2,89,3.1,1.5,0.7,0.6,0.9,0,0,14.66
186,Enes Kanter,C,72,24.4,11.2,4.7,7.8,60.4,0,0.1,25,1.8,2.3,77.4,11,1.2,0.5,0.7,1.1,34,0,22.48
187,Thaddeus Young,PF,68,24.3,12.1,5.4,9.7,55.9,0.2,0.7,26.7,1,1.7,62.8,6.2,4.3,1.1,0.6,2,7,0,20.41
188,Aleksej Pokusevski,PF,45,24.2,8.2,3.1,9.1,34.1,1.3,4.6,28,0.7,0.9,73.8,4.7,2.2,0.4,0.9,2.2,1,0,6.18
189,Chris Boucher,PF,60,24.2,13.6,4.8,9.3,51.4,1.5,3.9,38.3,2.5,3.2,78.8,6.7,1.1,0.6,1.9,0.8,12,0,21.97
190,Nerlens Noel,C,64,24.2,5.1,2.1,3.5,61.4,0,0,0,0.8,1.1,71.4,6.4,0.7,1.1,2.2,1,2,0,14.82
191,Sterling Brown,SF,51,24.1,8.2,2.9,6.6,44.8,1.8,4.2,42.3,0.5,0.6,80.6,4.4,1.4,0.7,0.2,0.8,2,0,11.1
193,Jaden McDaniels,PF,63,24,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60,3.7,1.1,0.6,1,0.7,0,0,8.94
194,Brandon Clarke,PF,59,24,10.3,4.3,8.4,51.7,0.3,1.3,26,1.3,1.9,69,5.6,1.6,1,0.9,0.6,3,0,17.37
195,Danilo Gallinari,PF,51,24,13.3,4,9.3,43.4,2,5,40.6,3.2,3.4,92.5,4.1,1.5,0.6,0.2,0.8,2,0,16.37
196,Cameron Johnson,SF,60,24,9.6,3.4,8.1,42,2,5.6,34.9,0.8,1,84.7,3.3,1.4,0.6,0.3,0.7,0,0,11.83
197,Ty Jerome,SG,33,23.9,10.7,3.9,8.7,44.6,2.2,5.1,42.3,0.8,1,76.5,2.8,3.6,0.6,0.2,1.4,0,0,13.44
198,Tristan Thompson,C,54,23.8,7.6,3.1,6,51.8,0,0.1,0,1.3,2.2,59.2,8.1,1.2,0.4,0.6,1.1,5,0,14.27
199,Jusuf Nurkic,C,37,23.8,11.5,4.6,9,51.4,0.3,0.8,40,1.9,3.1,61.9,9,3.4,1,1.1,2,13,0,20.53
201,Hamidou Diallo,SG,52,23.6,11.6,4.3,9,47.7,0.5,1.6,34.1,2.5,3.8,64,5.2,1.9,0.8,0.5,1.5,7,0,14.31
202,Elfrid Payton,PG,63,23.6,10.1,4.3,9.9,43.2,0.4,1.6,28.6,1.2,1.7,68.2,3.4,3.2,0.7,0.1,1.6,0,0,11.8
203,Austin Rivers,SG,36,23.5,7.9,2.9,6.8,42.4,1.5,4.1,36.9,0.6,0.9,71,2.3,2.3,0.8,0.1,1,0,0,9.92
204,Jaren Jackson Jr,PF,11,23.5,14.4,4.8,11.4,42.4,1.5,5.5,28.3,3.2,3.8,83.3,5.6,1.1,1.1,1.6,1.4,0,0,18.1
205,Isaiah Roby,C,61,23.4,8.7,3.4,7,48.3,0.5,1.8,29.4,1.4,1.9,74.4,5.6,1.8,0.9,0.6,1.9,3,0,11.94
206,Serge Ibaka,C,41,23.3,11.1,4.5,8.9,51,1,2.8,33.9,1,1.3,81.1,6.7,1.8,0.2,1.1,1.1,5,0,18.21
207,Deni Avdija,SF,54,23.3,6.3,2.4,5.8,41.7,1,3.1,31.5,0.5,0.8,64.4,4.9,1.2,0.6,0.3,0.6,2,0,7.61
208,Shake Milton,SG,63,23.2,13,4.8,10.6,45,1.1,3.2,35,2.3,2.8,83,2.3,3.1,0.6,0.3,1.6,0,0,14.64
209,Reggie Jackson,PG,67,23,10.7,3.9,8.7,45,1.8,4.2,43.3,1,1.2,81.7,2.9,3.1,0.6,0.1,1.1,0,0,14.22
210,Landry Shamet,SG,61,23,9.3,3,7.5,40.8,2.1,5.5,38.7,1.1,1.3,84.6,1.8,1.6,0.5,0.2,0.8,0,0,10.39
211,Cory Joseph,PG,63,23,8.2,3.2,6.8,46.9,0.7,2.1,34.1,1.1,1.4,81.8,2.5,3.4,1,0.3,1.3,2,0,12.52
212,Montrezl Harrell,C,69,22.9,13.5,5.4,8.7,62.2,0,0.1,0,2.6,3.7,70.7,6.2,1.1,0.7,0.7,1.1,8,0,22.76
213,Pat Connaughton,SG,69,22.8,6.8,2.4,5.6,43.4,1.5,3.9,37.1,0.4,0.6,77.5,4.8,1.2,0.7,0.3,0.5,0,0,11.32
214,Khem Birch,C,67,22.8,7.2,2.8,5.7,49.7,0.2,0.8,25,1.4,1.9,70.5,5.8,1.3,0.7,0.7,0.7,6,0,15.15
215,Derrick Jones Jr,SF,58,22.7,6.8,2.5,5.2,48.4,0.7,2.3,31.6,1,1.6,64.8,3.5,0.8,0.6,0.9,0.6,0,0,11.92
216,David Nwaba,SF,30,22.6,9.2,3.5,7.3,48.6,0.6,2.1,27,1.6,2.3,69.1,3.9,1,1,0.7,0.6,1,0,14.4
217,Tomas Satoransky,SG,58,22.5,7.7,2.9,5.7,51.4,0.7,2,35.6,1.2,1.4,84.8,2.4,4.7,0.7,0.2,1.7,1,0,13.87
218,Patrick Beverley,PG,37,22.5,7.5,2.5,5.9,42.3,1.5,3.8,39.7,1,1.2,80,3.2,2.1,0.8,0.8,0.9,0,0,12
219,George Hill,PG,30,22.4,8.7,3.2,6.6,48.2,1,2.7,38.7,1.3,1.7,80,2,2.4,0.8,0.2,1,0,0,13.13
220,Desmond Bane,SG,68,22.3,9.2,3.4,7.3,46.9,1.7,4,43.2,0.6,0.7,81.6,3.1,1.7,0.6,0.2,0.9,0,0,12.23
221,Ivica Zubac,C,72,22.3,9,3.6,5.5,65.2,0,0.1,25,1.9,2.4,78.9,7.2,1.3,0.3,0.9,1.1,13,0,19.1
222,Bruce Brown,SF,65,22.3,8.8,3.6,6.5,55.6,0.3,0.9,28.8,1.3,1.8,73.5,5.4,1.6,0.9,0.4,0.8,6,0,16.15
223,Avery Bradley,PG,27,22.3,6.4,2.4,6.3,37.4,1.2,3.7,32.7,0.4,0.6,80,2.1,1.7,0.8,0.1,1,0,0,6.29
224,Taurean Prince,PF,41,22.1,9.5,3.2,8,40.1,1.5,3.8,40,1.6,1.9,85.5,3.5,1.9,0.7,0.6,1.1,0,0,12.1
225,Wayne Ellington,SG,46,22,9.6,3.2,7.3,44.1,2.5,6,42.2,0.6,0.8,80,1.8,1.5,0.4,0.2,0.7,0,0,12.27
226,Facundo Campazzo,PG,65,21.9,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,2.1,3.6,1.2,0.2,1.1,1,0,11.57
227,Raul Neto,PG,64,21.9,8.7,3.3,7,46.8,1,2.6,39,1.2,1.3,88.2,2.4,2.3,1.1,0.1,0.8,0,0,13.01
228,Nickeil Alexander-Walker,SG,46,21.9,11,4.2,10,41.9,1.7,4.8,34.7,1,1.4,72.7,3.1,2.2,1,0.5,1.5,0,0,12.58
230,DeAndre Jordan,C,57,21.9,7.5,3.3,4.4,76.3,0,0,0,0.8,1.6,50,7.5,1.6,0.3,1.1,1.5,6,0,17.14
233,Otto Porter Jr,SF,28,21.7,9.7,3.5,8.1,43.2,1.4,3.7,37.5,1.3,1.5,85.7,5.4,2,0.6,0.1,0.9,2,0,14.52
234,Kenrich Williams,SF,66,21.6,8,3.3,6.2,53.3,0.8,1.8,44.4,0.5,1,57.1,4.1,2.3,0.8,0.3,1.2,0,0,13.99
235,Lou Williams,SG,66,21.6,11.3,4,9.8,41,1,2.6,39.9,2.3,2.6,86.7,2.1,3.4,0.7,0.1,1.6,2,0,14.04
236,Rudy Gay,SF,63,21.6,11.4,4.2,10,42,1.7,4.4,38.1,1.3,1.6,80.4,4.8,1.4,0.7,0.6,1,1,0,14.76
237,James Wiseman,C,39,21.4,11.5,4.9,9.4,51.9,0.3,1,31.6,1.4,2.2,62.8,5.8,0.7,0.3,0.9,1.5,3,0,13.2
238,Isaiah Stewart,C,68,21.4,7.9,3.3,6,55.3,0.3,0.9,33.3,0.9,1.4,69.6,6.7,0.9,0.6,1.3,1,8,0,16.4
239,Moses Brown,C,43,21.4,8.6,3.4,6.2,54.5,0,0,0,1.8,2.9,61.9,8.9,0.2,0.7,1.1,1,12,0,18.83
241,Solomon Hill,SF,71,21.3,4.5,1.5,4.2,35.9,1,3,32.1,0.5,0.6,76.1,3,1.1,0.7,0.2,0.6,0,0,6.71
242,Andre Iguodala,F,63,21.3,4.4,1.5,3.9,38.3,1,2.9,33,0.4,0.6,65.8,3.5,2.3,0.9,0.6,1.1,0,0,9.23
243,Jeremy Lamb,SG,36,21.3,10.1,3.3,7.7,43.5,1.4,3.6,40.6,2,2.1,94.7,3.6,1.5,0.9,0.6,0.6,0,0,15.81
245,Tony Snell,SF,47,21.1,5.3,1.9,3.6,51.5,1.3,2.3,56.9,0.2,0.2,100,2.4,1.3,0.3,0.2,0.4,0,0,9.48
246,Ish Smith,PG,44,21,6.7,2.9,6.8,43.4,0.4,1.1,36.7,0.4,0.8,57.6,3.4,3.9,0.7,0.3,0.9,0,0,11.68
248,Alex Caruso,SG,58,21,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,2.9,2.8,1.1,0.3,1.3,0,0,11.13
249,Cody Zeller,C,48,20.9,9.4,3.8,6.8,55.9,0.1,0.6,14.3,1.8,2.5,71.4,6.8,1.8,0.6,0.4,1.1,8,0,18.22
